Date,Title,EngTitle
2020-05-07 18:34:00,"현대百, 코로나 여파로 1분기 영업이익 80% 급감","현대百, 코로나 여파로 1분기 영업이익 80% 급감"
2020-05-07 17:34:00,"""코로나19 직격탄"" 현대百, 1Q 영업익 149억 80% '뚝'","""코로나19 직격탄"" 현대百, 1Q 영업익 149억 80% '뚝'"
2020-05-07 17:23:00,코로나 직격탄 현대百 1분기 영업익 80.2%↓,코로나 직격탄 현대百 1분기 영업익 80.2%↓
2020-05-07 18:12:00,[코로나발 시총 지각변동]현대차 ‘톱10’ 턱걸이 추락...네이버 4위...,[코로나발 시총 지각변동]현대차 ‘톱10’ 턱걸이 추락...네이버 4위...
2020-05-07 09:21:00,"대유에이텍, 현대트랜시스와 자동차부품 공급계약 체결","대유에이텍, 현대트랜시스와 자동차부품 공급계약 체결"
2020-05-07 08:02:00,"현대차그룹 4월 글로벌 도매판매 51% 급감, 예상 대비 부진-KB證","현대차그룹 4월 글로벌 도매판매 51% 급감, 예상 대비 부진-KB證"
2020-05-07 07:39:00,"[클릭 e종목]현대·기아차 4월 판매량 급감…""해외 부문 코로나19 직...","[클릭 e종목]현대·기아차 4월 판매량 급감…""해외 부문 코로나19 직..."
2020-05-06 18:59:00,"현대차, 캘리그래피 추가 '2020 팰리세이드' 출시","현대차, 캘리그래피 추가 '2020 팰리세이드' 출시"
2020-05-06 09:37:00,현대차 '2020년형 팰리세이드' 출시,현대차 '2020년형 팰리세이드' 출시
2020-05-06 09:30:00,"현대차, 최상위 모델 '캘리그래피' 신설한 '2020 팰리세이드' 출...","현대차, 최상위 모델 '캘리그래피' 신설한 '2020 팰리세이드' 출..."
2020-05-06 08:39:00,"최상위 트림 '캘리그래피' 신설…현대차, 2020 팰리세이드 출시","최상위 트림 '캘리그래피' 신설…현대차, 2020 팰리세이드 출시"
2020-05-07 17:23:00,코로나 직격탄 현대百 1분기 영업익 80.2%↓,코로나 직격탄 현대百 1분기 영업익 80.2%↓
2020-05-07 09:21:00,"대유에이텍, 현대트랜시스와 자동차부품 공급계약 체결","대유에이텍, 현대트랜시스와 자동차부품 공급계약 체결"
2020-05-07 08:02:00,"현대차그룹 4월 글로벌 도매판매 51% 급감, 예상 대비 부진-KB證","현대차그룹 4월 글로벌 도매판매 51% 급감, 예상 대비 부진-KB證"
2020-05-07 07:39:00,"[클릭 e종목]현대·기아차 4월 판매량 급감…""해외 부문 코로나19 직...","[클릭 e종목]현대·기아차 4월 판매량 급감…""해외 부문 코로나19 직..."
2020-05-06 18:59:00,"현대차, 캘리그래피 추가 '2020 팰리세이드' 출시","현대차, 캘리그래피 추가 '2020 팰리세이드' 출시"
2020-05-06 09:37:00,현대차 '2020년형 팰리세이드' 출시,현대차 '2020년형 팰리세이드' 출시
2020-05-06 09:30:00,"현대차, 최상위 모델 '캘리그래피' 신설한 '2020 팰리세이드' 출...","현대차, 최상위 모델 '캘리그래피' 신설한 '2020 팰리세이드' 출..."
2020-05-06 08:39:00,"최상위 트림 '캘리그래피' 신설…현대차, 2020 팰리세이드 출시","최상위 트림 '캘리그래피' 신설…현대차, 2020 팰리세이드 출시"
2020-05-06 18:35:00,"GBC 건축허가 났다… 현대차, 착공 시기 조율","GBC 건축허가 났다… 현대차, 착공 시기 조율"
2020-05-06 15:38:00,"서울시, 현대차 GBC 착공 승인···2026년 완공 예정","서울시, 현대차 GBC 착공 승인···2026년 완공 예정"
2020-05-06 15:35:00,현대차 GBC 착공 허가…부지 매입 6년 만에 첫 삽,현대차 GBC 착공 허가…부지 매입 6년 만에 첫 삽
2020-05-06 17:47:00,"현대캐피탈, 현대·기아차 신차 할부 프로모션 진행","현대캐피탈, 현대·기아차 신차 할부 프로모션 진행"
2020-05-06 17:37:00,해외 판매 70%↓...현대차 코로나 직격탄,해외 판매 70%↓...현대차 코로나 직격탄
2020-05-06 17:24:00,현대차 GBC 본격화…청담·잠실·대치동 아파트값 상승 기대 '솔솔',현대차 GBC 본격화…청담·잠실·대치동 아파트값 상승 기대 '솔솔'
2020-05-06 16:38:00,"현대차그룹, 삼성동 GBC 내주 첫 삽 뜬다","현대차그룹, 삼성동 GBC 내주 첫 삽 뜬다"
2020-05-06 16:07:00,"현대차, 4월 해외 판매 70% ‘뚝’…내수 ‘아반떼’ 실적 견인","현대차, 4월 해외 판매 70% ‘뚝’…내수 ‘아반떼’ 실적 견인"
2020-05-06 16:03:00,"현대차, 4월 국내외서 총 15만9079대 판매…전년比 56.9%↓","현대차, 4월 국내외서 총 15만9079대 판매…전년比 56.9%↓"
2020-05-06 15:57:00,"현대차, 코로나19 쇼크에 지난달 해외 판매 70% 감소…글로벌 판매...","현대차, 코로나19 쇼크에 지난달 해외 판매 70% 감소…글로벌 판매..."
2020-05-06 15:57:00,"현대차, 코로나19 쇼크에 지난달 해외 판매 70% 감소…글로벌 판매...","현대차, 코로나19 쇼크에 지난달 해외 판매 70% 감소…글로벌 판매..."
2020-05-06 15:37:00,"수출절벽 현실화…현대차, 4월 해외판매 전년比 70.4% '뚝'","수출절벽 현실화…현대차, 4월 해외판매 전년比 70.4% '뚝'"
2020-05-06 15:34:00,[속보] 현대차 4월 실적 '반토막'…코로나에 수출 70% 증발,[속보] 현대차 4월 실적 '반토막'…코로나에 수출 70% 증발
2020-05-06 15:55:00,"현대차, 코로나19 직격탄···4월 해외판매 전년比 70%↓","현대차, 코로나19 직격탄···4월 해외판매 전년比 70%↓"
2020-05-06 15:44:00,"현대차, 4월 판매량 15만9079대…전년比 56.9%↓","현대차, 4월 판매량 15만9079대…전년比 56.9%↓"
2020-05-06 15:38:00,"서울시, 현대차 GBC 착공 승인···2026년 완공 예정","서울시, 현대차 GBC 착공 승인···2026년 완공 예정"
2020-05-06 15:35:00,현대차 GBC 착공 허가…부지 매입 6년 만에 첫 삽,현대차 GBC 착공 허가…부지 매입 6년 만에 첫 삽
2020-05-06 10:14:00,[이데일리N] 현대차 GBC 이달 내 ‘첫 삽’…한전부지 매입 6년 만...,[이데일리N] 현대차 GBC 이달 내 ‘첫 삽’…한전부지 매입 6년 만...
2020-05-06 09:37:00,현대차 '2020년형 팰리세이드' 출시,현대차 '2020년형 팰리세이드' 출시
2020-05-06 09:30:00,"현대차, 최상위 모델 '캘리그래피' 신설한 '2020 팰리세이드' 출...","현대차, 최상위 모델 '캘리그래피' 신설한 '2020 팰리세이드' 출..."
2020-05-06 08:39:00,"최상위 트림 '캘리그래피' 신설…현대차, 2020 팰리세이드 출시","최상위 트림 '캘리그래피' 신설…현대차, 2020 팰리세이드 출시"
2020-05-06 09:09:00,"현대차, 2020년형 팰리세이드 출시…더 고급진 `캘리그래피` 선봬","현대차, 2020년형 팰리세이드 출시…더 고급진 `캘리그래피` 선봬"
2020-05-06 08:46:00,"현대차, `2020 팰리세이드`에 최고급 트림 추가…가격은","현대차, `2020 팰리세이드`에 최고급 트림 추가…가격은"
2020-05-06 08:10:00,6년 만에 첫삽 뜨는 현대차 GBC…착공 허가 나온다,6년 만에 첫삽 뜨는 현대차 GBC…착공 허가 나온다
2020-05-06 07:40:00,현대차 GBC 이달 내 '첫 삽'…한전부지 매입 6년 만,현대차 GBC 이달 내 '첫 삽'…한전부지 매입 6년 만
2020-05-05 17:43:00,6년만에…현대차 신사옥 이달 '첫삽',6년만에…현대차 신사옥 이달 '첫삽'
2020-05-05 16:18:00,현대차그룹 신사옥 GBC 이르면 이달 착공,현대차그룹 신사옥 GBC 이르면 이달 착공
2020-05-06 10:14:00,[이데일리N] 현대차 GBC 이달 내 ‘첫 삽’…한전부지 매입 6년 만...,[E-Daily N] Hyundai’s GBC’s “first shovel” this month… After 6 years of purchasing the KEPCO site...
2020-05-06 09:37:00,현대차 '2020년형 팰리세이드' 출시,현대차 '2020년형 팰리세이드' 출시
2020-05-06 09:30:00,"현대차, 최상위 모델 '캘리그래피' 신설한 '2020 팰리세이드' 출...","현대차, 최상위 모델 '캘리그래피' 신설한 '2020 팰리세이드' 출..."
2020-05-06 08:39:00,"최상위 트림 '캘리그래피' 신설…현대차, 2020 팰리세이드 출시","최상위 트림 '캘리그래피' 신설…현대차, 2020 팰리세이드 출시"
2020-05-06 09:09:00,"현대차, 2020년형 팰리세이드 출시…더 고급진 `캘리그래피` 선봬","현대차, 2020년형 팰리세이드 출시…더 고급진 `캘리그래피` 선봬"
2020-05-06 08:46:00,"현대차, `2020 팰리세이드`에 최고급 트림 추가…가격은","현대차, `2020 팰리세이드`에 최고급 트림 추가…가격은"
2020-05-06 08:10:00,6년 만에 첫삽 뜨는 현대차 GBC…착공 허가 나온다,6년 만에 첫삽 뜨는 현대차 GBC…착공 허가 나온다
2020-05-06 07:40:00,현대차 GBC 이달 내 '첫 삽'…한전부지 매입 6년 만,현대차 GBC 이달 내 '첫 삽'…한전부지 매입 6년 만
2020-05-05 17:43:00,6년만에…현대차 신사옥 이달 '첫삽',6년만에…현대차 신사옥 이달 '첫삽'
2020-05-05 16:18:00,현대차그룹 신사옥 GBC 이르면 이달 착공,현대차그룹 신사옥 GBC 이르면 이달 착공
2020-05-05 17:43:00,6년만에…현대차 신사옥 이달 '첫삽',After 6 years... Hyundai Motor Company's new building'first shovel' this month
2020-05-05 17:41:00,"삼성, 외환위기 거치며 글로벌 대표기업 도약…현대차는 금융위기 이후 美...","Samsung, become a global representative company through the financial crisis... Hyundai Motor Company's US..."
2020-05-05 17:36:00,"현대百, 50년 만에 '번듯한 사옥'…새로운 출발선에 선 정지선 회장","현대百, 50년 만에 '번듯한 사옥'…새로운 출발선에 선 정지선 회장"
2020-05-05 13:27:00,함바집에서 재계 22위로…50년만에 번듯한 사옥 입주한 현대百,함바집에서 재계 22위로…50년만에 번듯한 사옥 입주한 현대百
2020-05-05 17:35:00,'국내 최고층' 현대차 GBC 이달 첫삽 뜬다,'국내 최고층' 현대차 GBC 이달 첫삽 뜬다
2020-05-05 17:12:00,땅 매입한지 6년만에…현대차 GBC 이달 `첫삽`,땅 매입한지 6년만에…현대차 GBC 이달 `첫삽`
2020-05-05 10:42:00,현대차는 GBC 옥상서 개인비행체를 띄울 수 있을까,현대차는 GBC 옥상서 개인비행체를 띄울 수 있을까
2020-05-05 10:02:00,10조원 들인 현대차 신사옥 GBC…6년만에 첫 삽,10조원 들인 현대차 신사옥 GBC…6년만에 첫 삽
2020-05-05 09:43:00,정몽구 회장 숙원사업 현대차 GBC 첫 삽…부지 매입 6년 만,정몽구 회장 숙원사업 현대차 GBC 첫 삽…부지 매입 6년 만
2020-05-05 09:32:00,"현대차, 이달 내 신사옥 GBC 첫삽… 한전 부지 매입 6년만","현대차, 이달 내 신사옥 GBC 첫삽… 한전 부지 매입 6년만"
2020-05-05 17:41:00,"삼성, 외환위기 거치며 글로벌 대표기업 도약…현대차는 금융위기 이후 美...","Samsung, become a global representative company through the financial crisis... Hyundai Motor Company's US..."
2020-05-05 17:36:00,"현대百, 50년 만에 '번듯한 사옥'…새로운 출발선에 선 정지선 회장","Hyundai Dept., a'prosperous office building' in 50 years... Chairman Jeong Ji-seon at the new starting line"
2020-05-05 13:27:00,함바집에서 재계 22위로…50년만에 번듯한 사옥 입주한 현대百,함바집에서 재계 22위로…50년만에 번듯한 사옥 입주한 현대百
2020-05-05 17:35:00,'국내 최고층' 현대차 GBC 이달 첫삽 뜬다,'국내 최고층' 현대차 GBC 이달 첫삽 뜬다
2020-05-05 17:12:00,땅 매입한지 6년만에…현대차 GBC 이달 `첫삽`,땅 매입한지 6년만에…현대차 GBC 이달 `첫삽`
2020-05-05 10:42:00,현대차는 GBC 옥상서 개인비행체를 띄울 수 있을까,Will Hyundai Motor Vehicles Can Fly Private Vehicles on the Rooftop of GBC?
2020-05-05 10:02:00,10조원 들인 현대차 신사옥 GBC…6년만에 첫 삽,Hyundai Motor Company's new office building GBC with 10 trillion won First shovel in 6 years
2020-05-05 09:43:00,정몽구 회장 숙원사업 현대차 GBC 첫 삽…부지 매입 6년 만,정몽구 회장 숙원사업 현대차 GBC 첫 삽…부지 매입 6년 만
2020-05-05 09:32:00,"현대차, 이달 내 신사옥 GBC 첫삽… 한전 부지 매입 6년만","현대차, 이달 내 신사옥 GBC 첫삽… 한전 부지 매입 6년만"
2020-05-05 17:32:00,"현대·기아차, 러시아서 1위 질주","현대·기아차, 러시아서 1위 질주"
2020-05-05 16:18:00,현대차그룹 신사옥 GBC 이르면 이달 착공,현대차그룹 신사옥 GBC 이르면 이달 착공
2020-05-05 15:28:00,"현대·기아차 ""어려울 때 협력업체부터 챙겨라""…1조원 투입해 '자금 숨...","현대·기아차 ""어려울 때 협력업체부터 챙겨라""…1조원 투입해 '자금 숨..."
2020-05-04 17:58:00,"불꺼졌던 현대기아차 美 공장, 47일 만에 전격 가동 재개","Hyundai-Kia Motors' U.S. plant, which was turned off, resumes full operation after 47 days"
2020-05-04 11:16:00,"현대·기아차, 멈췄던 미국 공장 다시 가동한다",Hyundai-Kia Motors Resumes Operation of Stopped US Plant
2020-05-04 10:21:00,"현대차, 美 4월 판매 '반토막'…月 3만대 무너져","Hyundai Motor's'half-cut' sales in April... 30,000 units collapsed"
2020-05-04 17:15:00,"현대·기아차, 조금씩 기지개 켜나…美공장 생산 재개","현대·기아차, 조금씩 기지개 켜나…美공장 생산 재개"
2020-05-04 16:34:00,현대·기아차 글로벌 공장 재가동…美 이어 인도도 이번주 재가동,현대·기아차 글로벌 공장 재가동…美 이어 인도도 이번주 재가동
2020-05-04 16:06:00,"현대기아차, 美공장 생산 재개…인도 현대차 공장도 문 연다","현대기아차, 美공장 생산 재개…인도 현대차 공장도 문 연다"
2020-05-04 15:47:00,"현대·기아차, 미국 공장 47일만에 재가동","현대·기아차, 미국 공장 47일만에 재가동"
2020-05-04 15:32:00,"현대·기아차의 '친환경차', 올 1분기 잘 달렸다","현대·기아차의 '친환경차', 올 1분기 잘 달렸다"
2020-05-04 15:28:00,"현대차 10조에 샀던 '삼성동 땅', 공시가 2.5배 뛰었지만…","'Samsung-dong land', which was bought for Hyundai Motor Company's 10 trillion, has a 2.5 times higher disclosure..."
2020-05-05 09:43:00,정몽구 회장 숙원사업 현대차 GBC 첫 삽…부지 매입 6년 만,정몽구 회장 숙원사업 현대차 GBC 첫 삽…부지 매입 6년 만
2020-05-05 09:32:00,"현대차, 이달 내 신사옥 GBC 첫삽… 한전 부지 매입 6년만","Hyundai Motor Company, GBC's first new building this month... KEPCO site purchase 6 years"
2020-05-04 17:58:00,"불꺼졌던 현대기아차 美 공장, 47일 만에 전격 가동 재개","Hyundai-Kia Motors' U.S. plant, which was turned off, resumes full operation after 47 days"
2020-05-04 11:16:00,"현대·기아차, 멈췄던 미국 공장 다시 가동한다","현대·기아차, 멈췄던 미국 공장 다시 가동한다"
2020-05-04 10:21:00,"현대차, 美 4월 판매 '반토막'…月 3만대 무너져","Hyundai Motor's'half-cut' sales in April... 30,000 units collapsed"
2020-05-04 17:15:00,"현대·기아차, 조금씩 기지개 켜나…美공장 생산 재개","Hyundai and Kia Motors, are they gradually stretching? Resumption of production in the US factory"
2020-05-04 16:34:00,현대·기아차 글로벌 공장 재가동…美 이어 인도도 이번주 재가동,Hyundai·Kia Motors' global plant restarts… India resumes operation this week following the US
2020-05-04 16:06:00,"현대기아차, 美공장 생산 재개…인도 현대차 공장도 문 연다",Hyundai-Kia Motors resumes production in the US factory... India's Hyundai Motor Factory also opens
2020-05-04 15:47:00,"현대·기아차, 미국 공장 47일만에 재가동","현대·기아차, 미국 공장 47일만에 재가동"
2020-05-04 15:32:00,"현대·기아차의 '친환경차', 올 1분기 잘 달렸다",Hyundai-Kia's'Eco-friendly car' ran well in the first quarter of this year
2020-05-04 15:28:00,"현대차 10조에 샀던 '삼성동 땅', 공시가 2.5배 뛰었지만…","'Samsung-dong land', which was bought for Hyundai Motor Company's 10 trillion, has a 2.5 times higher disclosure..."
2020-05-04 15:16:00,"현대차 GBC, 6년 만에 첫 삽 뜨나…이르면 이번주 착공 허가","Hyundai's GBC, the first in 6 years... Permission to start construction this week as early as"
2020-05-04 13:57:00,인도 현대차 공장 두달만 재가동···삼성전자도 준비,인도 현대차 공장 두달만 재가동···삼성전자도 준비
2020-05-04 11:29:00,美서 '최악의 4월' 넘긴 현대기아차…'SUV 삼형제'로 버텼다,美서 '최악의 4월' 넘긴 현대기아차…'SUV 삼형제'로 버텼다
2020-05-04 10:36:00,코로나19에도현대차 GV80 북미 사전예약 1만대 육박,"COVID-19 Edo Hyundai GV80 North America Advance Reservation Nearly 10,000"
2020-05-04 09:16:00,"현대·기아차, `가정의 달` 5월 최대 310만원 할인","Hyundai-Kia Motors,'Family Month' up to KRW 3100,000 in May"
2020-05-04 13:57:00,인도 현대차 공장 두달만 재가동···삼성전자도 준비,India's Hyundai Motor plant restarts for only two months...Samsung Electronics also prepares
2020-05-04 11:29:00,美서 '최악의 4월' 넘긴 현대기아차…'SUV 삼형제'로 버텼다,美서 '최악의 4월' 넘긴 현대기아차…'SUV 삼형제'로 버텼다
2020-05-04 11:16:00,"현대·기아차, 멈췄던 미국 공장 다시 가동한다",Hyundai-Kia Motors Resumes Operation of Stopped US Plant
2020-05-04 10:21:00,"현대차, 美 4월 판매 '반토막'…月 3만대 무너져","Hyundai Motor's'half-cut' sales in April... 30,000 units collapsed"
2020-05-04 10:36:00,코로나19에도현대차 GV80 북미 사전예약 1만대 육박,코로나19에도현대차 GV80 북미 사전예약 1만대 육박
2020-05-04 09:16:00,"현대·기아차, `가정의 달` 5월 최대 310만원 할인","Hyundai-Kia Motors,'Family Month' up to KRW 3100,000 in May"
2020-05-03 18:03:00,"현대·기아차, 美서 투싼·팰리세이드 앞세워 '4월 공포' 넘겨",Hyundai and Kia Motors surpass'April Fear' with Tucson and Palisades in the US
2020-05-03 17:57:00,현대·기아차 4월 미국시장 판매량 40% 급감,Hyundai and Kia's April sales in the US market plummeted 40%
2020-05-03 12:30:00,"한진 조원태·현대차 정몽구, 총수 신분 유지…KG·삼양은 대기업 지정","Hanjin Cho Won-tae, Hyundai Motor Chung Mong-koo, retained the status of chieftain... Designated as a large company by KG·Samyang"
2020-05-03 09:11:00,"올해만 5종 출격…현대차, 고성능 'N' 대중화 원년","올해만 5종 출격…현대차, 고성능 'N' 대중화 원년"
2020-05-03 08:30:00,코로나·日도 못막은 현대·기아차 압도적 1위 질주 어디?,코로나·日도 못막은 현대·기아차 압도적 1위 질주 어디?
2020-05-03 08:30:00,코로나·日도 못막은 현대·기아차 압도적 1위 질주 어디?,Hyundai and Kia's overwhelming No. 1 race against Corona Japan
2020-05-02 08:30:00,"현대차, 코로나19 위기 속 '신차 효과' 빛났다",Hyundai Motors Shines'New Car Effect' Amid Corona 19
2020-05-02 07:01:00,"현대차, 차량 구독서비스 강화","현대차, 차량 구독서비스 강화"
2020-05-02 07:01:00,"현대차, 차량 구독서비스 강화",Hyundai Motor Company strengthens vehicle subscription service
2020-05-01 12:57:00,현대 아반떼가 이끈 준중형 세단 열풍…소형 SUV 경쟁서 승리할까,Semi-medium sedan craze led by Hyundai Avante... Will we win the small SUV competition?
2020-05-01 11:09:00,"현대차 쏘나타, 美 안전도 평가서 `최고 등급`","현대차 쏘나타, 美 안전도 평가서 `최고 등급`"
2020-05-01 07:01:00,"현대차, 영국서 첼시FC와 축구 홈트레이닝 영상제작","현대차, 영국서 첼시FC와 축구 홈트레이닝 영상제작"
2020-04-30 23:07:00,현대차 기술진 142명 터키 입국…14일 격리뒤 신차 생산 투입,현대차 기술진 142명 터키 입국…14일 격리뒤 신차 생산 투입
2020-04-30 18:00:00,현대車 회사채 5배 수요 몰릴때…A급은 팔려면 `떨이`해야,현대車 회사채 5배 수요 몰릴때…A급은 팔려면 `떨이`해야
2020-04-30 16:56:00,"""바꾸고, 없애고, 홀렸다""…현대·기아차 '코로나 치명상' 피한 비결","""바꾸고, 없애고, 홀렸다""…현대·기아차 '코로나 치명상' 피한 비결"
2020-04-30 14:43:00,"현대차 아반떼 N라인, 글로벌 시장서 깜짝 선공개",Hyundai Motor Company's Avante N-line to pre-release in global market
2020-04-30 13:51:00,"사무금융노조 “현대차그룹, 현대캐피탈·카드·커머셜 노조 인정해야”","사무금융노조 “현대차그룹, 현대캐피탈·카드·커머셜 노조 인정해야”"
2020-04-29 18:22:00,금융그룹감독 입법 추진…삼성·현대차 ‘금융사 수준 규제’ 받나,Financial Group Supervision Legislation Promotion… Are Samsung·Hyundai Motors subject to “financial company level regulations”?
2020-04-29 17:55:00,"현대車 도심항공모빌리티, 연구개발 26개 직무 채용",Hyundai's urban aviation mobility hires 26 R&D jobs
2020-04-29 09:33:00,"현대차 ""미래성장동력 UAM 인재 채용""","현대차 ""미래성장동력 UAM 인재 채용"""
2020-04-29 08:58:00,"현대차, UAM사업 박차…도심 항공 모빌리티 인재 공개채용",Hyundai Motors spurs UAM business... Open recruitment of urban aviation mobility talent
2020-04-29 14:43:00,"현대차그룹 동커볼케 부사장, 4년만에 사임",Hyundai Motor Group Vice President Donker Bolke resigned after 4 years
2020-04-29 13:47:00,현대차그룹 디자인 전략 주도 동커볼케 부사장 4년만에 사임,Leading Hyundai Motor Group's Design Strategy Vice President Donker Bolke resigned after 4 years
2020-04-29 11:33:00,"루크 동커볼케 디자인 부사장, 4년여만에 현대차그룹 떠난다","루크 동커볼케 디자인 부사장, 4년여만에 현대차그룹 떠난다"
2020-04-29 11:28:00,현대차 디자인 총괄 동커볼케 떠난다,현대차 디자인 총괄 동커볼케 떠난다
2020-04-29 11:26:00,"루크 동커볼케 현대차그룹 디자인 부사장, 4년만에 물러나","루크 동커볼케 현대차그룹 디자인 부사장, 4년만에 물러나"
2020-04-29 11:13:00,현대차 디자인 혁신 이끈 동커볼케 부사장 사임,"Vice President Donkerbolke resigns, leading Hyundai Motor's design innovation"
2020-04-29 11:00:00,"제네시스 디자인 총괄했던 부사장, 현대차 떠난다","제네시스 디자인 총괄했던 부사장, 현대차 떠난다"
2020-04-29 14:07:00,"""개인 비행체 만드실 분"" 현대차 '국내에 없던 채용' 나섰다","""개인 비행체 만드실 분"" 현대차 '국내에 없던 채용' 나섰다"
2020-04-29 09:38:00,"현대차, 도심항공모빌리티 분야 인재 채용",Hyundai Motor Company recruits talented people in the urban aviation mobility
2020-04-29 09:35:00,"현대차, `도심 항공 모빌리티` 연구개발 경력직 채용",Hyundai Motor Company hires a career in R&D
2020-04-29 09:08:00,"현대차, 국내 최초 도심 항공 모빌리티 기술 개발자 채용 나서",Hyundai Motor Company to hire Korea's first urban aviation mobility technology developer
2020-04-29 14:01:00,'그래도 뽑는다' 현대차 채용전환 포함 글로벌 인턴 선발,'그래도 뽑는다' 현대차 채용전환 포함 글로벌 인턴 선발
2020-04-29 09:40:00,"현대차, 미래 사업분야 글로벌 인재 채용",Hyundai Motor Company recruits global talents in future business fields
2020-04-29 09:33:00,"현대차 ""미래성장동력 UAM 인재 채용""","Hyundai Motor Company ""Recruiting UAM talents for future growth engines"""
2020-04-29 09:26:00,"현대차, 2020 글로벌 인턴 모집…`26가지 직무`","Hyundai Motor Company, 2020 Global Intern Recruitment... `26 Jobs`"
2020-04-29 12:11:00,[특징주]실적 악화 우려...현대차 '시총 톱10' 이탈하나,[Features] Concerns about deteriorating earnings...Hyundai Motor's'Top 10 Market Cap'
2020-04-29 11:30:00,"“팰리세이드 공동생산 연장”…현대차 노사, 코로나 극복 협력",“Extended joint production of Palisade”… Hyundai Motor's labor-management cooperation over corona
2020-04-29 10:10:00,"현대차 노사, 코로나19 위기 돌파…팰리세이드 공동생산 연장",Hyundai Motor's labor and management break through the corona 19 crisis... Palisade joint production extension
2020-04-29 08:54:00,"국내외 인재 네트워크 구축 기회…현대차, 글로벌 인턴 모집",Opportunity to build a network of domestic and foreign talents… Hyundai Motor Company recruits global interns
2020-04-29 08:51:00,"현대차, 2020 글로벌 인턴 모집…우수자는 채용 전환","현대차, 2020 글로벌 인턴 모집…우수자는 채용 전환"
2020-04-29 11:30:00,"“팰리세이드 공동생산 연장”…현대차 노사, 코로나 극복 협력",“Extended joint production of Palisade”… Hyundai Motor's labor-management cooperation over corona
2020-04-29 10:10:00,"현대차 노사, 코로나19 위기 돌파…팰리세이드 공동생산 연장",Hyundai Motor's labor and management break through the corona 19 crisis... Palisade joint production extension
2020-04-29 11:28:00,현대차 디자인 총괄 동커볼케 떠난다,"Dongkerbolke, Head of Hyundai Motor Design, leaves"
2020-04-29 11:26:00,"루크 동커볼케 현대차그룹 디자인 부사장, 4년만에 물러나","Luke Donkerbolke, vice president of Hyundai Motor Group's design, resigns after 4 years"
2020-04-29 11:13:00,현대차 디자인 혁신 이끈 동커볼케 부사장 사임,"Vice President Donkerbolke resigns, leading Hyundai Motor's design innovation"
2020-04-29 11:00:00,"제네시스 디자인 총괄했던 부사장, 현대차 떠난다",Vice President of Genesis Design leaves Hyundai Motor Company
2020-04-29 09:40:00,"현대차, 미래 사업분야 글로벌 인재 채용",Hyundai Motor Company recruits global talents in future business fields
2020-04-29 09:33:00,"현대자동차, 2020 글로벌 인턴십 채용 진행","Hyundai Motor Company, 2020 global internship recruitment"
2020-04-29 09:26:00,"현대차, 2020 글로벌 인턴 모집…`26가지 직무`","현대차, 2020 글로벌 인턴 모집…`26가지 직무`"
2020-04-29 09:38:00,"현대차, 도심항공모빌리티 분야 인재 채용",Hyundai Motor Company recruits talented people in the urban aviation mobility
2020-04-29 09:35:00,"현대차, `도심 항공 모빌리티` 연구개발 경력직 채용",Hyundai Motor Company hires a career in R&D
2020-04-29 09:08:00,"현대차, 국내 최초 도심 항공 모빌리티 기술 개발자 채용 나서","현대차, 국내 최초 도심 항공 모빌리티 기술 개발자 채용 나서"
2020-04-29 09:33:00,"현대자동차, 2020 글로벌 인턴십 채용 진행","Hyundai Motor Company, 2020 global internship recruitment"
2020-04-29 08:58:00,"현대차, UAM사업 박차…도심 항공 모빌리티 인재 공개채용",Hyundai Motors spurs UAM business... Open recruitment of urban aviation mobility talent
2020-04-29 08:54:00,"국내외 인재 네트워크 구축 기회…현대차, 글로벌 인턴 모집",Opportunity to build a network of domestic and foreign talents… Hyundai Motor Company recruits global interns
2020-04-29 08:51:00,"현대차, 2020 글로벌 인턴 모집…우수자는 채용 전환","Hyundai Motor Company, 2020 Global Intern Recruitment... Excellence converts hiring"
2020-04-29 04:03:00,"현대차, 돈줄 막힌 중소 車부품업체 1조 긴급지원",Hyundai Motor Company's emergency support for 1 trillion small and medium-sized spare parts manufacturers
2020-04-28 18:34:00,"현대차, 수출길 막히자 울산3공장 사흘간 휴업","현대차, 수출길 막히자 울산3공장 사흘간 휴업"
2020-04-28 15:49:00,"아반떼 생산하는 현대차 울산공장, 내달 8일까지 가동 중단","아반떼 생산하는 현대차 울산공장, 내달 8일까지 가동 중단"
2020-04-28 17:56:00,"[마켓인]현대차, 수요예측에 1.4조 '뭉칫돈'…발행액 4배 몰려","[Marketer] Hyundai Motors, 1.4 trillion won in demand forecast… 4 times the issue amount"
2020-04-28 17:41:00,"""역시 현대차""…회사채 시장 복귀에 1.4조원 뭉칫돈","""역시 현대차""…회사채 시장 복귀에 1.4조원 뭉칫돈"
2020-04-28 17:32:00,3년만에 등장한 현대차 회사채 `동났다`,Hyundai Motor Company's corporate bond'meet together' after 3 years
2020-04-28 16:53:00,[레이더M] 3년만에 등장한 현대차 회사채 `동났다`,[Radar M] Hyundai Motor Company's corporate bond'together' appeared in 3 years
2020-04-29 09:33:00,"현대자동차, 2020 글로벌 인턴십 채용 진행","현대자동차, 2020 글로벌 인턴십 채용 진행"
2020-04-29 09:26:00,"현대차, 2020 글로벌 인턴 모집…`26가지 직무`","Hyundai Motor Company, 2020 Global Intern Recruitment... `26 Jobs`"
